2E06A5F6-D3DF-4631-8048-27CB6A5399B5 Kris, McDermott and Kautzer                                                                                                                                                                             2021-06-11 4.59                                     ZIfKA$p($P7U
0C01966C-7AF3-4308-896E-28B84E23D0B3 Hintz - Von                                                                                                                                                                                             2024-03-05 3.01                                     (ZEv@hSml$au
ED410F95-1E66-460C-B8ED-28C405F68A2D White, West and Parker                                                                                                                                                                                  2021-01-16 3.89                                     L)RMX(AUfoD@
C9561144-C417-4BE5-A262-28C738291A5E Heaney, Hane and Sanford                                                                                                                                                                                2023-06-02 1.49                                     1dYw69BPE*Rw
7452063D-D035-4BFA-8748-28EBC0C51E67 Schmeler LLC                                                                                                                                                                                            2023-09-28 4.59                                     V@K6%8)FuWq9
9148E5B2-511B-499D-A67F-290646CA106E Bauch, Bahringer and Hoeger                                                                                                                                                                             2023-01-25 .03                                      E^yH*Qsg9Vp*
B416680E-0772-4AFF-8D00-29509459C84A Grady LLC                                                                                                                                                                                               2023-11-22 4.24                                     hg&IgsYgxpxc
FD8CB469-45CC-4A23-9F49-297E6031F1B8 Collier - Morar                                                                                                                                                                                         2021-05-11 .68                                      859CyzENfGNX
59741308-16BE-4D62-A7B7-2A17EDA7A380 Willms, Sanford and Casper                                                                                                                                                                              2020-06-26 3.36                                     ks17CkI)WtjI
FAE9FCE8-3A1B-4608-95F8-2A55DF6894B7 Grimes, Prohaska and McDermott                                                                                                                                                                          2023-10-21 3.56                                     U8Zk*)pP(U6R
D3726760-6239-42F8-B117-2A6B7BC3BCFB Padberg, Kreiger and Dickinson                                                                                                                                                                          2024-11-26 3.96                                     4Y8WplK3@v)2
CF646597-BECC-46C1-B26A-2AAA637D0115 Lueilwitz - Stehr                                                                                                                                                                                       2023-12-02 3.34                                     P*PqRB7cf2@d
FD180C7E-5F09-4D28-A0E9-2AEF98BF1856 Crooks, Wyman and Zulauf                                                                                                                                                                                2021-09-18 1.67                                     MJT$Z0tE&P(f
8B3CA311-4157-4FE7-9A95-2AF18FC06AC7 Cartwright and Sons                                                                                                                                                                                     2023-02-12 3.99                                     1*NGGj(b3xZf
FA8D03D5-C339-4F65-B5E9-2B1827A85CB8 Crooks, Pouros and Bogisich                                                                                                                                                                             2021-08-07 4.50                                     95Yiuc6Bb2N1
FBAB4A85-F91C-400E-ADC2-2B390E1FAFDA Hodkiewicz Group                                                                                                                                                                                        2023-06-25 .03                                      Cdk1FSo3ufyr
A504AC3B-42ED-4445-9300-2B503864DE06 Hahn, Lowe and Conroy                                                                                                                                                                                   2020-06-30 4.82                                     K&ZG)TKWzKpP
E63AB4B3-C97F-4ECE-9E13-2B9BFB39EADE Rogahn and Sons                                                                                                                                                                                         2023-08-18 3.43                                     OhF6j#qHN$MR
CF3427D9-22DD-498A-B029-2BE42686FE5B Hackett - DuBuque                                                                                                                                                                                       2023-10-24 2.99                                     U%TOfkDqXNIh
A696CD5F-B358-49A7-8A30-2C6D9CF56992 Bruen - Huels                                                                                                                                                                                           2022-06-19 4.65                                     FyYWfS9(QUSk
B18F02CE-D905-4EBC-9911-2C9DE49D0317 Windler, Gusikowski and Schulist                                                                                                                                                                        2023-01-13 .07                                      rnIWZ&1FoDsP
D5A2855F-C425-4909-8B87-2CF72DA44E1F Goldner - Bogisich                                                                                                                                                                                      2020-06-28 .96                                      ig0EHUBII)Sg
F30EE45C-8651-47FF-AF33-2CF966A35D90 Wisoky - Ziemann                                                                                                                                                                                        2022-03-22 .55                                      6PZR6hD8W$u1
B24C247E-E779-4668-B751-2CFE34C5ECBE O'Keefe - Crona                                                                                                                                                                                         2021-07-29 4.83                                     qmHEbVw3TR*K
6A7B1360-B646-40A4-9325-2D03FDCA76E7 Prohaska Inc                                                                                                                                                                                            2021-08-06 3.37                                     kDU5$fyN2@D8
40423AE0-CD9F-4CA7-8FBC-2D26A0A77349 Schuppe, Fahey and Feest                                                                                                                                                                                2023-10-22 2.77                                     @O@1XDvCIqRz
8F8322D8-CE1B-4381-A601-2D6297A4F421 Carroll, Schuppe and Sipes                                                                                                                                                                              2024-12-01 3.91                                     )1X*!vR#%&3e
57895AA7-CAF9-4903-9821-2DC6C4762ADE Hermann, Douglas and Rohan                                                                                                                                                                              2020-04-27 3.75                                     SoQbzQVUi#Wr
425046C5-6106-4513-B550-2DDA0D1B67CD Jones and Sons                                                                                                                                                                                          2021-07-14 3.27                                     mY%1IGavJ!ij
FF2B4012-1ED4-48D5-B449-2DDF083D1674 Schimmel - McCullough                                                                                                                                                                                   2022-02-07 3.52                                     ew@UzWhQNPTi
751D63F8-E7CE-4DB6-9AF6-2E593E897F4A McCullough - Feeney                                                                                                                                                                                     2023-12-28 3.66                                     X2#8Y363GGxX
249AC33B-802C-45C6-A4FE-2EF71274F5C2 Daniel LLC                                                                                                                                                                                              2021-01-19 4.22                                     O&hq2s5Bvm6M
CD2A12D2-610A-4988-B506-2FB5E1ECD685 Deckow, Thompson and Schoen                                                                                                                                                                             2022-10-11 4.74                                     a%ZresiLQ#ZO
4003BC75-F70A-4A32-B367-2FC4FD4591E1 Huels and Sons                                                                                                                                                                                          2024-10-28 2.54                                     I^(QUDaV1zks
79C2F5F2-4CE7-4A02-8897-3083131A8C3E Mueller - Jacobi                                                                                                                                                                                        2021-10-28 1.21                                     6no@)2WjtqZ^
87F41E34-F668-4A46-86B9-30B1627A6024 Swaniawski Group                                                                                                                                                                                        2024-03-11 3.59                                     Hc!@27l@r3cK
9515D24C-2B21-4078-81E9-30E292826C49 Kunze and Sons                                                                                                                                                                                          2023-11-10 3.14                                     sku^kp0(!YmC
9EADE042-C904-4247-8542-325281D3BBE0 Durgan LLC                                                                                                                                                                                              2022-08-23 4.98                                     QLL2X9OzBxel
A1C92E42-CE9B-4C16-A774-32890FC590F9 Lang, Bauch and Franecki                                                                                                                                                                                2021-08-14 3.79                                     CrF#(2HezXXP
06E2F285-6A5A-417D-95FF-32A00A8142A4 Konopelski and Sons                                                                                                                                                                                     2020-12-25 3.14                                     (Pwp#e7SVD6#
1C18079B-88C0-49E0-9AE6-32AC19269FED Spencer - Crist                                                                                                                                                                                         2024-02-20 2.28                                     OFFr2@tFXP*c
FDA3A730-F791-4918-BC03-32C6A9B6636E Gulgowski - Ankunding                                                                                                                                                                                   2023-04-05 1.06                                     FjptB)fCdNjv
88739E1A-F9F2-48D3-9627-32CF4E15F5AF Prohaska Group                                                                                                                                                                                          2020-10-11 2.99                                     zheW1X@7dAGQ
84D975BF-C644-4951-8A31-32FFCE658D8F Langosh - Huels                                                                                                                                                                                         2020-05-15 1.81                                     ^ETmsgMK7JTY
84413FBC-63EA-469D-A264-3309974B61AC Schulist, Considine and Lang                                                                                                                                                                            2023-10-08 2.84                                     ppz8cZ!tvaj#
7A933F2C-0309-4BA5-A8B7-33320A5DB99E O'Reilly and Sons                                                                                                                                                                                       2021-09-27 .91                                      dTUo@cy2Ld84
A6BB973E-D388-49FB-85F5-335E5F2B26D6 Wilderman, Wilkinson and Bailey                                                                                                                                                                         2021-04-29 4.11                                     Kae9kutbX9uX
6E1FE899-F1F9-434F-894C-338241834102 Willms, Robel and Roob                                                                                                                                                                                  2021-09-05 1.16                                     e8ZC9DQJefPP
C69B9863-C728-4BB7-84C6-33B3404716CC Batz, Bergnaum and Koelpin                                                                                                                                                                              2020-05-11 1.94                                     3IydMndMniN3
0EEAFD40-22C6-44D6-9782-33CA590ACE8C Erdman, Greenholt and Bergnaum                                                                                                                                                                          2021-10-14 2.01                                     sAc@bGynuH@G
DA82F45A-06A3-4C9F-9E19-3472B8552DF7 Ritchie - Mayert                                                                                                                                                                                        2024-08-28 .36                                      kLNRP93POU&q
79D1C6A8-66A7-4F9A-B67B-348071E63C14 Haley and Sons                                                                                                                                                                                          2020-12-08 3.08                                     9VPaR3*SOr)q
25C8FCE7-C740-44F6-BFC9-34C0D7244BEA McGlynn Group                                                                                                                                                                                           2024-03-24 3.48                                     R^XK7KFw$*4U
7ABB6558-93B0-47D5-9630-34D113204D95 Moore, Hane and Raynor                                                                                                                                                                                  2021-12-19 1.95                                     e^M&KLixRw0P
AD2AF175-3720-4841-8D5A-34E2B5063405 Schuppe - Bergnaum                                                                                                                                                                                      2023-01-04 1.10                                     AW(@SnQm%8TV
FBA6BE5B-A617-495E-B6AF-3516880EBD21 Kris - Prohaska                                                                                                                                                                                         2024-03-06 2.79                                     mifD8hY(*Eix
C99C90EA-D504-43DE-8C5F-3544CBF72E7C Konopelski - Raynor                                                                                                                                                                                     2023-07-10 1.14                                     U86I(bw(5fj^
0C5CC647-D6CF-47CD-9F06-35482A7490DB Lind LLC                                                                                                                                                                                                2024-10-31 3.10                                     Uk!JtnRbD(qD
48C83F40-E117-4BF3-AB32-3582B1B4A372 Macejkovic - Larson                                                                                                                                                                                     2024-05-22 .55                                      9reBIU*GsSrn
BAA4B412-3A4B-4B9A-A8F3-35C58AD0BBDB Buckridge, Rolfson and Reynolds                                                                                                                                                                         2024-11-19 3.83                                     sWub0Wshv6fD
5FD079EF-6FE0-4981-93D7-35DF2497E59E Schumm, Bahringer and Pagac                                                                                                                                                                             2022-09-17 2.86                                     kUIU&BPjdN9d
4693B82B-DFAA-4853-9DF3-360087933117 Jacobson Inc                                                                                                                                                                                            2021-11-23 .93                                      g1Qwpl6RU7rr
41F12D68-E8BF-478B-A89C-3630D0C4680F Lind, Kulas and King                                                                                                                                                                                    2024-02-05 2.84                                     zkgwVuU0cEK5
0DD1870B-0987-4E0E-B814-36449CC2E843 Lindgren, Boyle and Johnson                                                                                                                                                                             2022-07-27 1.49                                     p0j2L6GYbN*U
D2AC3132-5FF9-4F2A-9D9F-365076346F93 Murazik, Dare and Botsford                                                                                                                                                                              2023-08-29 1.53                                     a4nK*&4jtBYA
420153D6-C199-4485-9A4C-36B9291921D0 DuBuque - Stroman                                                                                                                                                                                       2020-08-07 3.49                                     aZL*$2ISVf0g
4922C585-60DF-45FC-8C44-36B934590212 Gerlach, Jones and Rice                                                                                                                                                                                 2024-11-28 4.63                                     2fhtHBl1NH)8
9207F67F-3927-4708-AC1F-37C27AC237BD Schowalter Inc                                                                                                                                                                                          2024-12-08 2.83                                     h^dPZphhPCiW
9126E87A-D275-4E34-B2C7-37F46A451D3E Kerluke, Renner and Smitham                                                                                                                                                                             2024-03-29 4.56                                     &k5^NN!nQ29K
603AE181-0FAE-409A-BE23-38060745FEFE Wisozk Group                                                                                                                                                                                            2021-12-18 2.12                                     8wrj^HmYXx75
EFE5A7AB-B6E9-4D61-A600-3820A0C09A10 Koelpin LLC                                                                                                                                                                                             2020-08-15 3.86                                     nKG8um8@(2F@
E2AA7AD5-9308-401F-8572-38BFADA39AFB Windler, Stroman and Cole                                                                                                                                                                               2022-01-07 .12                                      6V$m!wvBX8Z9
3EE949B0-00D2-4DBC-9E0F-38F453009C67 McLaughlin, Green and Ward                                                                                                                                                                              2021-10-21 2.81                                     K722%)1kASdi
C6BDC556-7EAE-4519-A35E-391625651F1A Wilderman - Reinger                                                                                                                                                                                     2024-03-12 3.66                                     SbNz6CIrJ$eH
F9496CF5-E729-491F-B8D9-3938A737720C Hickle Group                                                                                                                                                                                            2024-01-29 4.62                                     TAPqMm!!)jzj
0B9C7E4F-5647-4FBB-8924-39452636199F Cruickshank, Morar and Koss                                                                                                                                                                             2023-08-08 1.36                                     Yobzs(ff4Gi)
2BB83F5F-858A-4D75-BF69-39DB59D9CFD1 West Inc                                                                                                                                                                                                2021-09-06 3.66                                     !wd9C21sQy3*
BEDC60C1-6CCB-4585-8D56-3A221B4881BF Pouros Inc                                                                                                                                                                                              2020-12-12 1.56                                     1V8UwnMJ$qLt
DFC01D30-3BAE-405C-B40D-3A42753730CB Abbott - Stracke                                                                                                                                                                                        2023-02-17 3.17                                     9kDGv%PxRnRG
1B025539-2614-47C7-98C8-3A892979F7F1 Hane and Sons                                                                                                                                                                                           2023-12-08 .25                                      wdpRurwJw5Er
F20BE9CF-DD63-46B9-8322-3A9513B772FD Bergstrom LLC                                                                                                                                                                                           2023-02-12 4.12                                     ov)S90g&M)Gw
6698725C-E3E9-4CE6-951D-3ADB0222F968 Klocko, Moen and Quitzon                                                                                                                                                                                2024-04-14 .73                                      K@ys$jCCN%tQ
6DE9E4D7-7E8B-4191-9866-3B03E5F06CDF Mosciski Group                                                                                                                                                                                          2020-11-24 1.70                                     UIy06U4TfoMD
270BA596-D034-467A-ACE4-3B65E2F6B0FD Waters, Mayer and Gusikowski                                                                                                                                                                            2024-06-08 3.50                                     1sqiUMS7TPHu
E682814B-00B9-47A8-B187-3BFB7D9306E4 Hamill, Russel and Treutel                                                                                                                                                                              2023-01-17 .59                                      2JPlLJTGV0FV
FD7D9A03-F910-4454-BDA5-3C19E0CDFF96 Lakin - Schroeder                                                                                                                                                                                       2023-05-03 1.91                                     ZIgegQ3MxpmQ
183BB07B-8504-469C-8A64-3C644EE456AB Oberbrunner - Zemlak                                                                                                                                                                                    2020-05-13 3.35                                     yqONDeG5lRLH
14E4D948-4030-4E18-8578-3D3911852D7F Carter Group                                                                                                                                                                                            2022-09-30 4.40                                     X^Rig8x1Yrv%
93DED298-E1A7-4811-8C1B-3DB2F57B8156 Walter - Runolfsdottir                                                                                                                                                                                  2022-12-04 2.69                                     4QHIy9xSRn2w
2FB65051-C9FC-4694-BAD7-3DDE83FB3000 Kemmer, Mante and Abbott                                                                                                                                                                                2024-05-17 4.37                                     OUw!dYlAOhvC
AAF82475-6840-4C4D-BFD0-3DF1A71C5F3B Bednar - Abernathy                                                                                                                                                                                      2024-04-03 .10                                      AYS3Q6L7KIf)
703EFB05-9B92-4854-8E3C-3E4BADB7A6C2 Bayer, Macejkovic and Prohaska                                                                                                                                                                          2023-09-21 1.14                                     !(%f*CzDn2R&
83650B24-4D55-48A5-BE04-3ED509A2B148 Cole - Davis                                                                                                                                                                                            2021-07-18 2.65                                     ugq1AIW2ljbg
89529A8F-0546-4D83-B331-3EEFA0FBBD54 Sawayn, Stark and Ward                                                                                                                                                                                  2023-05-31 .53                                      5pnxeszpSc2f
9A888496-F93E-451E-8B4C-3F494BA05EF5 Beer - Hauck                                                                                                                                                                                            2022-01-09 4.25                                     bLv71ilY5JWt
C6EF8612-630B-47E4-8CFD-3FE18B9AA077 Schultz - Strosin                                                                                                                                                                                       2022-05-21 1.31                                     JNn78ZV2Cij^
13BF137D-850A-464C-9DDF-406E651D7C61 Haag LLC                                                                                                                                                                                                2023-07-01 .50                                      %ow9u5E81m0c
47E971E4-52AF-49E5-919C-40C4A2371219 Weissnat Group                                                                                                                                                                                          2023-10-03 .09                                      mDyA5HYSq*#5
DF1FE93B-290D-4E37-916C-4215A075E4FB Smith - Ullrich                                                                                                                                                                                         2024-03-04 .49                                      vCDtUXB@2mni
53864B34-F443-4A7E-9AF7-428C33CAAD70 Walker, Lynch and Fadel                                                                                                                                                                                 2020-12-23 3.41                                     Ffgo^g2&VVU1
E07FA867-5284-48F8-87D9-42AB4273A498 Tromp, Wiza and Muller                                                                                                                                                                                  2024-12-24 2.29                                     grMxwoOChFJ2
ADDEA1A5-442B-421E-B277-4316DF17F1FA VonRueden, DuBuque and Rohan                                                                                                                                                                            2023-10-18 3.82                                     TeJubSkvW%hP
8DBE6386-80DF-4C2E-BB70-434D80D0ADA5 Schulist LLC                                                                                                                                                                                            2022-10-13 3.72                                     9sn!cPp$@tzq
01923734-5376-4910-8A04-435A13B9B843 Gleichner, Mante and Jones                                                                                                                                                                              2022-10-13 .17                                      VEHmnl!FIhyi
75E6AF53-3A90-454F-ABA8-43616A254F22 Abernathy, Mohr and Stehr                                                                                                                                                                               2024-05-11 1.75                                     cncMTx*4uc4G
C9F291D3-0373-4C11-888B-4387EFE39B3C Lemke, Mosciski and Wintheiser                                                                                                                                                                          2023-06-20 2.17                                     qTp8q8cS3CFD
74803206-A204-4461-9D41-44356DF27614 Strosin - McGlynn                                                                                                                                                                                       2024-09-23 1.36                                     4&*H(g6B5Lrm
24DCB26E-E1CD-4E4C-B7B5-4447CDCB8DB4 Gibson LLC                                                                                                                                                                                              2024-05-04 3.89                                     &(&sD4x)GHfZ
D7F03670-764B-4D75-9728-44BB30442721 Collier, Lehner and Kling                                                                                                                                                                               2025-03-29 2.23                                     OlDXmP)A1n4&
71F08868-A477-48E8-9CC2-4533C2D9A147 Christiansen - Lowe                                                                                                                                                                                     2023-05-15 .97                                      ZEFOTzf)T&tC
68723166-33A5-4806-BE71-460741CEEF5E Schamberger, Tillman and Schmitt                                                                                                                                                                        2021-01-08 1.11                                     Wr4ZWu3s(Uk$
D4A0DB02-C69D-44F3-8236-4665278F594E Vandervort, Friesen and Mayert                                                                                                                                                                          2025-03-09 3.67                                     l%!3jG&f4H^O
2729F148-1052-409C-A9CE-46DB6360842A Lang - Gulgowski                                                                                                                                                                                        2021-01-19 1.72                                     kFnp@7z0DDik
2AC70456-C32A-46A6-88D4-4700626350DA Schumm LLC                                                                                                                                                                                              2021-02-02 2.75                                     v3Vpi6olDq2R
1E4050B1-3310-4CF2-8A1A-47429FBA1793 Davis - Herzog                                                                                                                                                                                          2021-11-27 2.12                                     hd2ihf$&&gKW
EBE12FB2-38BF-4D87-988B-475B20BE2EAA Cummings Group                                                                                                                                                                                          2024-09-10 3.66                                     cwOebdU7s9)L
11549D9B-B31B-4F35-AAED-476E9D39DA3D Bailey and Sons                                                                                                                                                                                         2020-05-26 3.57                                     Bzu40EfhB1cI
5F6576DF-D88B-45E9-B179-47F4873CE06D Wintheiser and Sons                                                                                                                                                                                     2023-06-30 .76                                      qaKdrjCVt13^
53685777-56DD-453D-A56D-4836D3A48F26 Morissette Inc                                                                                                                                                                                          2021-06-06 3.99                                     J@@QepVhE4ZY
827B9DB5-2821-4AC0-8B82-4837BC98F9A0 Corkery - Mitchell                                                                                                                                                                                      2024-01-19 2.88                                     %Ol@a^i!tPe&
78429A07-2486-40DA-980D-483835344FD6 Hilpert, Wyman and Koch                                                                                                                                                                                 2024-06-29 .65                                      *5kEB$zg&TJe
1CE9DAB9-E1B3-45A6-8300-48A146C4F545 McCullough - McKenzie                                                                                                                                                                                   2020-09-19 .17                                      HEwtDaCAbI80
F51D158F-650C-4750-973A-48DC868FB77D Gerlach - Terry                                                                                                                                                                                         2023-04-29 3.39                                     JbYk&yd$nB4b
790569C1-AE92-4FB5-A686-496627A14402 Hermann, Gusikowski and Kertzmann                                                                                                                                                                       2023-04-22 3.60                                     HKa06hLB@bw5
56275D90-313B-4A91-B63F-49B138CD58BE Romaguera - Stracke                                                                                                                                                                                     2024-11-18 1.39                                     ^uec(*DGy!H0
C57039C5-F0E0-4084-BE58-49F17A77E0BA Borer - Morissette                                                                                                                                                                                      2020-09-12 2.77                                     DraZVfwKHZC0
C4A4EF37-EACA-48C3-9928-4AAE81005D5F Langosh, MacGyver and Lowe                                                                                                                                                                              2023-07-22 .73                                      v0(EVo3Lz1Oj
E80E3091-AB8C-4B35-8377-4B36B29BF61F Feeney - Zulauf                                                                                                                                                                                         2021-06-19 .79                                      e^a2379%wxiN
B96051BB-72B6-422A-9B2B-4B5FC60A71A6 Rohan Inc                                                                                                                                                                                               2023-06-17 3.80                                     9q5Wxu54bIMi
CCD2A465-763E-4FB8-8002-4B65015D31C6 Bode - Goldner                                                                                                                                                                                          2024-07-10 4.47                                     tkLCN6cwZpGh
E941159E-D924-40F1-931B-4B8A82222A03 Bartoletti - Walter                                                                                                                                                                                     2021-12-11 4.66                                     $Rryiu3Tie1n
57D1935E-5140-4928-A543-4BED1CDF6040 Morissette - Buckridge                                                                                                                                                                                  2024-03-05 4.10                                     Od1MRBqGXk#h
00DD5AB7-A618-4314-8505-4C4DB693C2C5 Parisian, Hane and Jacobson                                                                                                                                                                             2023-09-24 4.15                                     @V8U@pjX%9t)
23B40788-DFE9-4B4B-B73B-4CAB0264A0FC Corkery - Herzog                                                                                                                                                                                        2022-03-21 .32                                      LGOdwQztn*ZR
EB0D48BF-4DAC-4BAF-9C7E-4CC03D1FE1D0 Gerhold - D'Amore                                                                                                                                                                                       2021-08-07 1.25                                     9(Cr0VKAI*Jq
6AC1303A-7240-4233-9489-4D1450F1A7A2 Kuhic Group                                                                                                                                                                                             2022-02-20 1.83                                     6(ei#&osD@Kv
E0989A6C-33EC-46FE-8821-4D2770307464 Bartoletti Group                                                                                                                                                                                        2025-01-22 1.73                                     xMxc3lC#Zr6F
3C52B1EB-399F-4C04-8952-4D6E5168C648 Ledner - Johnson                                                                                                                                                                                        2021-05-29 4.91                                     H9zV5*Mn*f0E
B086F328-C776-46F7-A05E-4D79D59068D7 Feeney, Kuhn and Hintz                                                                                                                                                                                  2022-12-08 3.32                                     J&@&MGwX$Tjk
5BDF93A4-2C7F-46AB-92B2-4DAE54C7F3A0 Jenkins Group                                                                                                                                                                                           2024-02-13 3.32                                     nCzGuQk6mcpf
3514AD73-DA30-4EA5-8818-4E17A7818253 Schowalter - Marquardt                                                                                                                                                                                  2023-05-19 .72                                      zSLfj#jviedh
8EC430D2-9F8A-4AD7-9191-4E5FDDBE70DC Stiedemann - Doyle                                                                                                                                                                                      2022-07-04 2.21                                     3EuK$wPm30W%
A5138D74-CEAB-4766-AC29-4E72BBC1FFF3 Effertz LLC                                                                                                                                                                                             2021-05-14 3.88                                     tsJLpHAe86Dt
F3E6765D-CB9A-4541-8584-4E8945DCBFF5 Haag Group                                                                                                                                                                                              2024-05-24 3.41                                     lwS*GNLY9Fnl
2D17DA35-A6BA-494A-B5C4-4EA8AD521433 King, Predovic and White                                                                                                                                                                                2021-12-04 .57                                      aEJtQ#mvaF3*
3E52EC09-13D2-4B9B-8CB8-4F05839CA9CF Brakus - Streich                                                                                                                                                                                        2022-06-10 2.81                                     7dx!Cx@coFqd
10066C1C-6C4F-4F7D-9CEC-4F5A36AA6586 Heller, Aufderhar and Carroll                                                                                                                                                                           2022-12-31 4.44                                     DcN$1uI&K$D0
FACF2F5D-83F4-4A30-B797-4F7BC8E3A2BD Senger LLC                                                                                                                                                                                              2020-07-23 2.76                                     BrmBGpf0uQi!
FBF2C3ED-B802-4A17-A79C-4F97B8CA9737 Jacobson, Armstrong and Tillman                                                                                                                                                                         2020-12-22 .90                                      8fuqBR^DSQ)1
D365C3B9-1776-48E8-B1EC-4FAEDC0F1573 Orn LLC                                                                                                                                                                                                 2020-11-16 .15                                      KVGE*sxWLHil
